taxon_id	scientificName	scientific_name_authorship	name_according_to	name_according_to_id	taxon_rank	taxon_source	scientific_name_id	taxon_remarks	parent_taxon_id	taxonomic_status	kingdom	phylum	class	order	family	subfamily	genus	subgenus	accepted_scientific_name
02d896541d5f8456da9e90721566fd5c	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tablilla de Ocho		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
0395949c5e41ab0264baad9930ec3e6a	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Olotillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
061307a8134288aef098fa8a58811b2a	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tablilla de Ocho		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
06d762603b016d51c9f92fe8725a736f	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Nal-tel		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
074c7b2faac3f3565da08b90923aaed2	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Ratón		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
07b2fd412f851b8d5b9a04b4c3369ac0	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Cónico		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
07c27d2cf1c92a380f6d872e4289304c	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Zapalote Grande		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
082ea2f9f9277d03e9a429ae6dade625	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Elotero de Sinaloa		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
0ba4c0b10277e0b8b8a8afcb24bc4fa5	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Comiteco		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
0c3f5a42dac3d6f3918e17fcdb9ce2ab	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Mushito		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
0c5faf96b6fd3f4e850d89323006a662	Zea mays ssp. mexicana	H.G. Wilkes, 1967	Sánchez, de la Cruz, Vidal, Ron, Taba, Santacruz-Ruvalcaba, Sood, Holland, Ruíz, Carvajal, Aragón, Chávez, Morales & Barba-González, 2011		subspecies			race: nobogame		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
0cd35b2d14d39ccc1ace09f85f7bd787	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Celaya		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
0dd1b01958d37f0ca919bf8bdbc15f77	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Cacahuacintle		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
0dd5685baab34b5f1ac51331f212eb26	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Palomero Toluqueño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
0def1f9670c4730ee335caa7ceb41172	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Negrito		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
11e469a517212541defb39521b5f6f7c	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Comiteco		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
12b5b3765d0379f677521aae7d2d52b2	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Mountain Yellow		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
15688dce41ad2a59708b48b4cbd7e409	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tablilla de Ocho		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
1575b2ed8a96d2660bfd6cb92affc0db	Tripsacum maizar	Hern.-Xol. & Randolph, 1950	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
15a1f8323c7343d6b07c3a87fc0b2688	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Negrito		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
167a524b21647e8e669fcb3ee2cc07d6	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tablilla de Ocho		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
173cf4842fcb0c2774bf9bd0a897c847	Tripsacum australe var. australe	H.C. Cutler & E.S. Anderson, 1941	Filgueiras, 2003c		variety					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
1816765536f0bc786eb1c4e76e06176d	Zea mays ssp. mays	B.F. Benz, 1986	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Serrano Mixe		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
1888bcb6eb31ce01f830f6e0838412ef	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
1a284bf58a410fc06cc93cd6cd6d7846	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tuxpeño Norteño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
1a3f028a27e59ca920c0c69492428c40	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Onaveño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
1bac38b72160e3438bf1eb8991013df2	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Ancho		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
1bfaf5140cf74c9a103141f8d7bec22c	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tabloncillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
1d1456e581fdcf7859f6383879745d13	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Pepitilla		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
1e64bc11b62cde380fe19822f689ee7d	Tripsacum	L., 1759	Soreng, Peterson, Romanschenko, Davidse, Zuloaga, Judziewicz, Filgueiras, Davis & Morrone, 2015		genus					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
1fb404c168bfb3a3a854f6b039e3cfe4	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Elotero de Sinaloa		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
2039e7625904db6af16b48f45007f19e	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Ratón		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
24905ff32f4fac91b49ee727acf8eb6f	Tripsacum bravum	J.R. Gray, 1976	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		species					aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Tripsacum		
2492c578a6cd9d3755c2faa7ce6127c0	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Vandeño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
2640e59ad1b267233e85be099a2be0a6	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Cacahuacintle		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
27204035b836dd5a88e8ec4d758da054	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Olotillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
2c3703d35b3135d3578e37b6cd4de1e1	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Zapalote Chico		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
2d2ff15d79b66dfbd41d2b7ed77ed89c	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Ratón		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
2e124a721e855d7d74ff8c23e971ed33	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Azul		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
2e7c255e0be1d29cc62dde99149d11b7	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tabloncillo Perla		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
2f065adbccddb6fe241de12e2bd64c00	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Arrocillo Amarillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
306b2567d4d274ce78a38758c613623d	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Mushito		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
30a9db646981d91e8b8bf80d3712e2ef	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Olotillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
31ebdc59cc585a226bdfb0e10bcc94fd	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Ancho		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
330e8ad1f15cb45717008e426348ec98	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Olotillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
3490ef6a9671a32fe4c3771fba93dafb	Zea mays ssp. mays	R. Ortega, 1979	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Nal-Tel de Altura		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
34b8a8a5362835022ce7e0c5a7c6fcaf	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Elotes Occidentales		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
37608cf3b35254eec3b7bd8b162d7c5e	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tablilla de Ocho		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
3a254c782085fd13d5e06988934c1e7e	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Quicheño		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
3a4500f65a421909873f6bce2b8a2264	Zea mays ssp. mays	Hern.-Xol. & G. Alanis, 1970	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Bofo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
3aa4b612fdf69aaf696962535c5ab82c	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Tabloncillo		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
3d7c82122d6a5a2512cca3523a1b0d7f	Zea mays ssp. mays	L., 1753	Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018		subspecies			race: Chiquito		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
3fbb482edba475e4621f3dde5d2461ce	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Dzit Bacal		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
401e0a8aaeb91d13c250a02035e13eb2	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Cónico		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
407215cd7434c5461a0e8fab337375eb	Zea mays ssp. mays	E.J. Wellhausen, L.M. Roberts, Hern.-Xol. & Mangelsd., 1951	Ron Parra, Sánchez González, Jiménez Cordero, Carrera Valtierra, Martín López, Morales Rivera, de la Cruz Larios, Hurtado de la Peña, Mena Munguía & Rodríguez Flores, 2006		subspecies			race: Nal-tel		aceptado	Plantae	Tracheophyta	Equisetopsida	Poales	Poaceae	Panicoideae	Zea		
