location_id,parent_location_id,higher_geography_id,higher_geography,continent,water_body,island_group,island,country,country_code,state_province,county,municipality,locality,minimum_elevation_in_meters,maximum_elevation_in_meters,minimum_distance_above_surface_in_meters,maximum_distance_above_surface_in_meters,minimum_depth_in_meters,maximum_depth_in_meters,vertical_datum,location_according_to,location_remarks,accepted_georeference_id,accepted_geological_context_id
32779b605d76b14bbe3f547116543f2290fe7ed6,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,Barrio Juan Sabines,2130.0,,,,,,,,,,
2d615996fc349d2d80b5704adf80f61fb00b16e2,,,,,,,,México,MX,Chiapas,,Oxchuc,Mukulwitz,1972.0,,,,,,,,,,
3ee92a503da9cf6fb540534d9f089cdadf7c6a42,,,,,,,,México,MX,Chiapas,,Oxchuc,Retiro,2231.0,,,,,,,,,,
29f7b199eb17cbb422ea50fb99abafb6f7505e0c,,,,,,,,México,MX,Chiapas,,Ocosingo,Sibaca,1107.0,,,,,,,,,,
0325f7f1cbf9c2c04556d4bb92d129a4d507dd6b,,,,,,,,México,MX,Chiapas,,Ocosingo,Rosario,1118.0,,,,,,,,,,
0360eae101b021bed9535fd2bd4ccce7762dbf02,,,,,,,,México,MX,Chiapas,,La Trinitaria,San Francisco de Asís,767.0,,,,,,,,,,
d085c8d666080dbe9d195b403e0fb45edebf66d2,,,,,,,,Guatemala,GT,Huehuetenango,,La Democracia,Pinalito,963.0,,,,,,,,,,
95570693bdd577291fc6aac2c25512331cc69eef,,,,,,,,México,MX,Chiapas,,San Juan Cancuc,Chicja,1170.0,,,,,,,,,,
5a61e634ec49d3919b83a13434809a009040ffa1,,,,,,,,México,MX,Chiapas,,Ocosingo,Ocosingo,880.0,,,,,,,,,,
956ba4e17f3520fac3ba6c3d3de520528adb0d58,,,,,,,,Guatemala,GT,Huehuetenango,,La Democracia,Cajuil,1026.0,,,,,,,,,,
dff1a5995821d967a7154ee5acf7da85d7af30b0,,,,,,,,México,MX,Chiapas,,Oxchuc,El Calvario,1980.0,,,,,,,,,,
100d2d2b702463296601258626ea2e81bdc3e56a,,,,,,,,México,MX,Chiapas,,Oxchuc,Cerro Naj’ til Wits,1980.0,,,,,,,,,,
53b72321e3dd9e00962e772be846916b7527d53b,,,,,,,,México,MX,Oaxaca,,San Andrés Paxtlán,Car. 175,2397.0,,,,,,,,,,
c6fe78a0941c3e63c26c74466071459b163414c8,,,,,,,,México,MX,Chiapas,,Ocosingo,Ocosingo,1110.0,,,,,,,,,,
35ba3a804cd866498be9c9c7b292d6a2fd48ab27,,,,,,,,México,MX,Chiapas,,Ocosingo,Ocosingo,1290.0,,,,,,,,,,
9d3c6934803fc8b0dc7153a7c4b266ef1e5f46b1,,,,,,,,México,MX,Chiapas,,Tenejapa,Cruz Pilar,1220.0,,,,,,,,,,
050f618e9372d404b3f6222300f4fba55a38ea6a,,,,,,,,México,MX,Chiapas,,San Juan Cancuc,Tzuluwitz,1270.0,,,,,,,,,,
6373dd6f9b2ea9e1aea65aac8ac3324a4ceb7f90,,,,,,,,México,MX,Chiapas,,San Juan Cancuc,Chijil,1095.0,,,,,,,,,,
fdb1b8101942f9e092c1b54dcb8f19fa491fc32a,,,,,,,,México,MX,Chiapas,,San Juan Cancuc,Tzajalchen,1020.0,,,,,,,,,,
d01b78de2650039ecca4a25a112eea0f72f36371,,,,,,,,México,MX,Chiapas,,Ocosingo,San Miguel,950.0,,,,,,,,,,
7362fed6f54b7e9fbd3ff2e65cd564c94631e5ad,,,,,,,,Guatemala,GT,Huehuetenango,,Jacaltenango,Jacaltenango,1243.0,,,,,,,,,,
3eeecbaf211eb4b1a22ec8ec000f69bb41d9bb74,,,,,,,,Guatemala,GT,Huehuetenango,,San Antonio Huista,San Andrés,940.0,,,,,,,,,,
d9b78459b6029db1e914e82f008d62e6dfec0a8b,,,,,,,,México,MX,Chiapas,,San Juan Cancuc,Tzumbal,1080.0,,,,,,,,,,
b6d9ca4a511f0741257decf1a5b2c40a642a7652,,,,,,,,México,MX,Tabasco,,Tenosique,El Bejucal,116.0,,,,,,,,,,
7a3e6aedfd47fd75c5abdf6dc570c0ec6bf8f367,,,,,,,,México,MX,Tabasco,,Tenosique,Francisco Villa,185.0,,,,,,,,,,
9e8503b2a4a7c7686b4deb5b41d2aec312999659,,,,,,,,México,MX,Tabasco,,Tenosique,Paso de la Sabana,19.0,,,,,,,,,,
7852ddc1b19b10304c31dcf2ab19f63d7ab1c170,,,,,,,,México,MX,Tabasco,,Tenosique,Ignacio Allende,195.0,,,,,,,,,,
b4577f1ddb4cde00b57012dd2c7477a9461cb836,,,,,,,,México,MX,Tabasco,,Tenosique,Miguel Hidalgo,166.0,,,,,,,,,,
7fef7cd1590924c03d9b49623032f8dd7220f897,,,,,,,,México,MX,Tabasco,,Tenosique,Cabecera Usumacinta,18.0,,,,,,,,,,
adf5bc0a06a6865034e6c81f427156d56d58d97d,,,,,,,,México,MX,Tabasco,,Tenosique,Pino Suarez,13.0,,,,,,,,,,
bbc433c4ab05b001d6e60b37153576067a5c3981,,,,,,,,México,MX,Tabasco,,Tenosique,Emiliano Zapata,50.0,,,,,,,,,,
ba3436534983c4079d461bb2e04a63349818962a,,,,,,,,México,MX,Tabasco,,Tenosique,Estapilla,19.0,,,,,,,,,,
5b981d6f3dfc3e689fec55c2c483961a8c283d68,,,,,,,,México,MX,Tabasco,,Tenosique,Estapilla ,13.0,,,,,,,,,,
53f04932a0045fef0d2b201db82b94627884f39e,,,,,,,,México,MX,Campeche,,Champotón,Calakmul,184.0,,,,,,,,,,
965b0c88175fc6aefa3686aed6e7070ea834368a,,,,,,,,México,MX,Tabasco,,Tenosique,Tenosique,25.0,,,,,,,,,,
6347c762f216546717849e542d763924d7794807,,,,,,,,México,MX,Chiapas,,La Concordia,Cafetales,1021.0,,,,,,,,,,
f22eae97b3ae0b503ed9bacda7d99c1dc424f3b5,,,,,,,,México,MX,Chiapas,,Oxchuc,Ch’enchawuk,2057.0,,,,,,,,,,
e565c18e0c2df0cb8e65de9c81512b5572da12d1,,,,,,,,México,MX,Chiapas,,Oxchuc,Ka'ket curus,2251.0,,,,,,,,,,
fe374820f0e731b99a4dbf7132644f661cf80c1a,,,,,,,,México,MX,Chiapas,,Oxchuc,Zona Urbana,2000.0,,,,,,,,,,
8a82ed453701633f1b4df41d74fc3dbe3e950623,,,,,,,,México,MX,Chiapas,,Tuxtla Chico,Casa Jorge Mérida,453.0,,,,,,,,,,
2631313e559e96263581190a25339d71dd2013ad,,,,,,,,México,MX,Chiapas,,Oxchuc,Tzopilja,2211.0,,,,,,,,,,
8c98bcaac607b87a29ba4ad5ab579ce60c326afa,,,,,,,,México,MX,Tlaxcala,,Yauhquemehcan,Carr. San Dionisio; 4km WNW de Apizaco,2462.0,,,,,,,,,,
20581667354b3fd11c1719b5e41e449757eb9e13,,,,,,,,México,MX,Chiapas,,La Independencia,San Antonio Los Altos,1237.0,,,,,,,,,,
7e9c39406c5ddc68582129997e9ce538c4585dc5,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,Ecosur,2130.0,,,,,,,,,,
826e089d5613b3465f60710ba632461164da35ad,,,,,,,,México,MX,Baja California Sur,,Comondú,Oasis La Purisima,104.0,,,,,,,,,,
ca7add9800e0976e633c2f483e706bc1e953b2ac,,,,,,,,México,MX,Chiapas,,Oxchuc,Almacén,1962.0,,,,,,,,,,
45a7fc9ae58454115763fefe8ef4ab222ff0b5ee,,,,,,,,Mexico,MX,Jalisco,,Atemajac de Brizuela,camino a Tierra Blanca,2167.0,,,,,,,,,,
6dd81b5187be711a734e56160742a87875614769,,,,,,,,México,MX,Chiapas,,Ocosingo,Rosario,1129.0,,,,,,,,,,
3080e3be266288d63c52514a1acf4980e06deffc,,,,,,,,México,MX,Oaxaca,,San Pedro Tapanatepec,Carr.200,132.0,,,,,,,,,,
cae1d426d5e8b635f0a44264f52c687cbc1d6ea3,,,,,,,,México,MX,Oaxaca,,San Dionisio Ocotepec,,1748.0,,,,,,,,,,
d833758d00583158f92d93ecf3a5e6969e604826,,,,,,,,México,MX,Oaxaca,,San Dionisio Ocotepec,,1722.0,,,,,,,,,,
be6634c56685b6c433ba1dcfb7a190cd95ad9639,,,,,,,,México,MX,Chiapas,,Arriaga,Ejido Adolfo López Mateos,367.5,,,,,,,,,,
fda2226a92a8ec2f02b11fd70fb7f683d9aee972,,,,,,,,México,MX,Oaxaca,,Tlacolula de Matamoros,Yagul,1685.0,,,,,,,,,,
552a30da07886059ad677fd85b295ae8bb85cfd9,,,,,,,,México,MX,Chiapas,,Tonalá,Ejido Nueva Costa Rica,407.5,,,,,,,,,,
cc026141300454242e1f8f59e9d6cd3e4f4e4cd2,,,,,,,,México,MX,Oaxaca,,San Juan Bautista Coixtlahuaca,Carr. 135D,2158.0,,,,,,,,,,
0f2b698318523d35c54faba6f1170fb9ac3c8971,,,,,,,,México,MX,Oaxaca,,Constancia del Rosario,casa N.Arnold,754.0,,,,,,,,,,
22f7329d1cc7e7af283313eb46c769d2b0196bb6,,,,,,,,México,MX,Oaxaca,,Putla Villa de Guerrero,"Muralla vieja, el Mirador",1023.0,,,,,,,,,,
2beebd0dc9faea501240173bfe1d7ccfb688fedb,,,,,,,,México,MX,Oaxaca,,Santa María Zacatepec,San Isidro Amatitlan,350.0,,,,,,,,,,
76403e412876a69b6b2a0419f7c972823336311c,,,,,,,,México,MX,Oaxaca,,Santa María Zacatepec,San Isidro Amatitlan,320.0,,,,,,,,,,
463a51fb0f1d9a6b491f2cfd689d855bca26e562,,,,,,,,México,MX,Oaxaca,,San Pedro y San Pablo Teposcolula,Guadalupe Tiza,2173.0,,,,,,,,,,
0542c3140881de3e2e9a2ede5d1a779cc1a179be,,,,,,,,México,MX,Oaxaca,,San Juan Teposcolula,Entrada Sur del pueblo,2289.0,,,,,,,,,,
21d89417531bcfb36b36954fff26e2d2716e35dc,,,,,,,,México,MX,Oaxaca,,Asunción Nochixtlán,Carr. 135D,2131.0,,,,,,,,,,
b9699ad80ee07d3e2ee03f272ab4e45fd1e8f615,,,,,,,,México,MX,Chiapas,,La Concordia,Río el Naranjo,770.0,,,,,,,,,,
7af021bdefdb667337f0ef9a02f6c6e9d07bd654,,,,,,,,México,MX,Chiapas,,La Concordia,"Sendero, Cerro Bola",1162.0,,,,,,,,,,
7635dbaedc7a3ccbd36cafe157157db8f4218f72,,,,,,,,México,MX,Chiapas,,La Concordia,Roble,921.0,,,,,,,,,,
d9844fef9af1bb4d9c7d3ba4c3ca6673e065ef76,,,,,,,,México,MX,Chiapas,,Chiapa de Corzo,Carr. entre el aeropuerto al sur y “el Amatal” al norte,428.0,,,,,,,,,,
37b666675d6081755600cc06c24b6544e8022fbe,,,,,,,,México,MX,Chiapas,,Chiapa de Corzo,"Carr. a Villa Flores; 0,5 km del Aeropuerto internacional",443.0,,,,,,,,,,
f418a9f8401c3620023e85d387af7fd3626540d5,,,,,,,,México,MX,Chiapas,,Venustiano Carranza,,907.0,,,,,,,,,,
d31466bd826852fb36ebf82a65242eef11f38f54,,,,,,,,México,MX,Chiapas,,Teopisca,Norte de Tzintul,988.0,,,,,,,,,,
c9cdc87dae7d733f4d2561b8b6477cc9bbb03436,,,,,,,,México,MX,Chiapas,,Nicolás Ruíz,Nuevo León,890.0,,,,,,,,,,
1f4cbb3a28ca7b15a5ae68d1556a9928b87c31b3,,,,,,,,México,MX,Chiapas,,Ocozocoautla de Espinosa,El Espinal,783.0,,,,,,,,,,
3d2abc71c91c559d29f829a7b3aac0ac51d459e6,,,,,,,,México,MX,Chiapas,,Ocozocoautla de Espinosa,El Espinal,814.0,,,,,,,,,,
17ebf76f3b9d9a137b11b1ba353efea3568edd98,,,,,,,,México,MX,Chiapas,,Ocozocoautla de Espinosa,El Espinal,792.0,,,,,,,,,,
9e67ae314e9ca5c953b34288f2170989293203ab,,,,,,,,México,MX,Chiapas,,La Concordia,Nuevo México,1095.0,,,,,,,,,,
ed3fd62ac90597245f2e3b9e095b5713732b7018,,,,,,,,México,MX,Chiapas,,La Concordia,"Nuevo Paraiso, col. el Comon",681.0,,,,,,,,,,
25a9a990cf1f2e7793f5cf8ad7104daf8cb2d9ea,,,,,,,,México,MX,Chiapas,,La Concordia,"Rio Potrocero, El Paraíso",763.0,,,,,,,,,,
19f3600f06a85bb7ee5661506889252f40ab9eaa,,,,,,,,México,MX,Chiapas,,San Cristóbal de Las Casas,Barrio de Cuxtitali,2140.0,,,,,,,,,,
c23b3b6c83e89d70facb95a707f88d68548bc806,,,,,,,,México,MX,Chiapas,,Chiapa de Corzo,Julian Grajales,553.0,,,,,,,,,,
29b3a5dfdcbe10df955a64709150782447828891,,,,,,,,México,MX,Chiapas,,Arriaga,Paraje Poza Verde,465.5,,,,,,,,,,
12be7d491639cd5283ac971d4d4f91264f349fd4,,,,,,,,México,MX,Chiapas,,Mazatán,Ej. Buenos Aires,20.0,,,,,,,,,,
636981bf994eeb5e79ed4796dba8863a66ebc45c,,,,,,,,México,MX,Tabasco,,Tenosique,,46.0,,,,,,,,,,
23ea43fea75bf7491c3febe2cc95d3643b74f3d2,,,,,,,,México,MX,Tabasco,,Tenosique,Carr. 203 al Puente,19.0,,,,,,,,,,
846b3c9276b47b16f13708efc874143576c11db4,,,,,,,,México,MX,Puebla,,Huehuetlán el Grande,Casa Esmeralda,1346.0,,,,,,,,,,
2c8a7532bd2d1700b291f86bc68bb6acebed7c49,,,,,,,,México,MX,Veracruz,,Huatusco,Las Cañadas,1376.0,,,,,,,,,,
43a524b69a7d28a9bccdc048cd585ced7ddfd0f6,,,,,,,,México,MX,Veracruz,,Huatusco,Las Cañadas,1314.0,,,,,,,,,,
82859365b8e9f1a92e46bed197e17c925f82e730,,,,,,,,México,MX,Veracruz,,San Andrés Tuxtla,Estación de Biología Tropical Los Tuxtlas,148.0,,,,,,,,,,
4b27b4fcd2a7949b9646b1c213e1ffaf22cd456c,,,,,,,,México,MX,Veracruz,,San Andrés Tuxtla,Lázaro Cardenas,256.0,,,,,,,,,,
e4e642ffbc0f077176550963e360a5a8bfd8fbac,,,,,,,,México,MX,Veracruz,,San Andrés Tuxtla,Playa Hermosa,9.0,,,,,,,,,,
887401f1f187e4b69312e4e3804cb87670a6fe9d,,,,,,,,México,MX,Campeche,,Hopelchén,Ejido Santa Rita,118.0,,,,,,,,,,
ebdfbe41266a9c2a16a9f75686f715310220c3d3,,,,,,,,México,MX,Oaxaca,,San Sebastián Nicananduta,camino forestal a San Antonio Monteverde,2947.0,,,,,,,,,,
af94929a468b115bdc2eeabbd5afd1b1658f0a7a,,,,,,,,México,MX,Oaxaca,,Oaxaca de Juárez,San Felipe el Agua,1733.0,,,,,,,,,,
0142ba261135d6cbea0713944594e307f7291479,,,,,,,,México,MX,Oaxaca,,Santa Maria Tonameca,Mazunte-Punta Cometa,32.0,,,,,,,,,,
ee11d21f7e53a21b0af7a72df0be67d22dbd887d,,,,,,,,México,MX,Chiapas,,La Trinitaria,Carretera 190,1041.0,,,,,,,,,,
cc53ab9e42fe70ee849b39703291c05d1c4904ae,,,,,,,,México,MX,Chiapas,,Villa Corzo,El Parral; rancho las Brisas,670.0,,,,,,,,,,
4f94dff2e3449809de9fdb99de7da606f8949e71,,,,,,,,México,MX,Chiapas,,La Concordia,La Tigrilla,586.0,,,,,,,,,,
a88be2d70608fc5ae83084dc5fe18daf1554c7df,,,,,,,,México,MX,Chiapas,,La Concordia,Carretera 157,583.0,,,,,,,,,,
829795e246a33d6f2217d792c980b892ad882763,,,,,,,,México,MX,Chiapas,,La Concordia,Carr. a Jaltenango,648.0,,,,,,,,,,
51d00239678f609bd88827b5b5e7cd20bd6f2d02,,,,,,,,México,MX,Chiapas,,Tuzantan,Carr. 211 Huixtla > Motozintla,162.0,,,,,,,,,,
bc6448ea6572faeda3511356e82e249e78e79239,,,,,,,,México,MX,Chiapas,,Cacahoatán,4 km al norte an carr. a Union Juarez,788.0,,,,,,,,,,
48fb87f202ddd1ff3bb3db15b12e1e108630d4e4,,,,,,,,México,MX,Chiapas,,Chiapa de Corzo,Libramiento Norte,429.0,,,,,,,,,,
2a9f2d0bbfd300f2735bf6976309d5a1c40e88ca,,,,,,,,México,MX,Chiapas,,Chilón,"Bachalón, UBACH",887.0,,,,,,,,,,
a94535b4fb1e33fc388725767f510411682428a2,,,,,,,,México,MX,Chiapas,,Cacahoatán,,1723.0,,,,,,,,,,
6e91cfc6c6aefe8818e6d48a34f592623cfd88e2,,,,,,,,México,MX,Chiapas,,Cacahoatán,Parcella Don Camillo,1810.0,,,,,,,,,,
5ab17bdcb41c8959635ebb07f36ccfa99942be1e,,,,,,,,México,MX,Chiapas,,Cacahoatán,parcella Don Camillo,1525.0,,,,,,,,,,
91bff54c36431a30e9ccdabd4605c26ace461639,,,,,,,,México,MX,Chiapas,,Cacahoatán,parcella Don Camillo,1497.0,,,,,,,,,,
b2fd1af23cf090a1dd7de516e9f472d3c5cfb444,,,,,,,,México,MX,Chiapas,,La Concordia,Rancho Campamento,847.0,,,,,,,,,,
0255a4365dee6144878c7cc70ba2954f5cf66d4e,,,,,,,,México,MX,Chiapas,,La Concordia,Custepec,1046.0,,,,,,,,,,
8abf3d06c07b4373d927959dd0fd4dd5502c510d,,,,,,,,México,MX,Chiapas,,La Concordia,carr. a Custepec,978.0,,,,,,,,,,
2a03f5363c2b05440a235d40c5f259f46b4efb74,,,,,,,,México,MX,Michoacán,,Tzintzuntzan,Cucuchucho,2101.0,,,,,,,,,,
f0f9effdf27be759249f33d9302066a5ae305fc0,,,,,,,,México,MX,Michoacán,,Erongaricuaro,San Francisco Uricho,2069.0,,,,,,,,,,
9084e0659918de11e0810c230c50ac75b11619a1,,,,,,,,México,MX,Michoacán,,Uruapan,Ruinas de la iglesia del volcan Paricutín,2271.0,,,,,,,,,,
c34717a3feff0fd1390e9948352f3777ab06fc09,,,,,,,,México,MX,Chiapas,,Tapachula,Carretera Jaritas,30.0,,,,,,,,,,
b483c13b21c6a8953a1b7d064783b116257ee207,,,,,,,,México,MX,Chiapas,,Mazatán,Ej. Aquiles Serdán,10.0,,,,,,,,,,
972f2607804e5978119b2d8c1dc4a1d4b88af7bc,,,,,,,,México,MX,Chiapas,,Tapachula,Los toros,40.0,,,,,,,,,,
7fc0b58abb3931e7fc20e0d92a280d5a088c5e3e,,,,,,,,Guatemala,GT,Huehuetenango,,La Libertad,Calaute,915.0,,,,,,,,,,
e541b57f92a321cd4e2c9980f3537e7a3c185688,,,,,,,,México,MX,Chiapas,,Ocosingo,San Francisco,922.0,,,,,,,,,,
fb7bc71b84dc9f961e5538c6dc0bfa7d98e5f671,,,,,,,,México,MX,Chiapas,,Tapachula,Tapachula,127.0,,,,,,,,,,
a571a8616ce72df18327398f71816bcf77783a9f,,,,,,,,México,MX,Chiapas,,Bella Vista,Carretera a Bella Vista,1827.0,,,,,,,,,,
cde912c41a95845c4f0f9ff16dbbdace95e5d818,,,,,,,,Guatemala,GT,Huehuetenango,,San Antonio Huista,Buenos Aires,1192.0,,,,,,,,,,
45812b174302b1c11c3c963886492a69d86f329f,,,,,,,,Guatemala,GT,Huehuetenango,,San Antonio Huista,La Unión,1038.0,,,,,,,,,,
bbf63c1f80240bdea2fa7ea57566c5182f25cbdb,,,,,,,,Guatemala,GT,Huehuetenango,,Santa Ana Huista,Chejbal,1085.0,,,,,,,,,,
e4af690022a6f8ef85e9c7adb4742480c6e8f1a1,,,,,,,,Guatemala,GT,Huehuetenango,,La Democracia,Chaparral,1007.0,,,,,,,,,,
cc4de92cd1588b29deb6da4777db29598aaa1caf,,,,,,,,México,MX,Chiapas,,Ocosingo,Toniná,895.0,,,,,,,,,,
ae8035f984b7f698be9fba1b7ee35043406801a0,,,,,,,,Guatemala,GT,Huehuetenango,,La Democracia,Nojoya,1000.0,,,,,,,,,,
2422a903d46a76720e32bf31a02ac8d770588a11,,,,,,,,México,MX,Chiapas,,Ocosingo,Javier López Moreno,925.0,,,,,,,,,,
39e9bc86f8294333b316d33d5704810bbbab0abe,,,,,,,,México,MX,Chiapas,,Altamirano,Santa María,960.0,,,,,,,,,,
7d764ec64a7a4b0748f9b0c124fd225958d15421,,,,,,,,México,MX,Chiapas,,Zinacantán,Autopista Puente San Cristóbal,1733.0,,,,,,,,,,
fdf6edbdbaea3fd2323cd1d9f970d37f26d3a005,,,,,,,,Guatemala,GT,Huehuetenango,,La Libertad,Camojaito,940.0,,,,,,,,,,
c18bd00bef83c117a8830e9715737acdfa38b76a,,,,,,,,México,MX,Chiapas,,Suchiate,Cosalapa,10.0,,,,,,,,,,
d50493371d59b677000c9d15d18fe95e762dea94,,,,,,,,México,MX,Chiapas,,Tapachula,El Manzano,30.0,,,,,,,,,,
276f33cf6970c5e6d0e901826df14204875496c6,,,,,,,,México,MX,Chiapas,,Tuxtla Chico,Tuxtla Chico,337.0,,,,,,,,,,
7be876468ee74a5d7470ae8a3092bf308e2ef5e7,,,,,,,,México,MX,Chiapas,,Zinacantán,Autopista a Tuxtla,1610.0,,,,,,,,,,
70776cd8b85318a4ba43232729955dfc5a2941b9,,,,,,,,Guatemala,GT,Huehuetenango,,San Antonio Huista,Montañita,993.0,,,,,,,,,,
b8fe9e5ee7f6b1698d68e6b61b366109968f22cb,,,,,,,,Guatemala,GT,Huehuetenango,,Jacaltenango,Galeras,1003.0,,,,,,,,,,
99df42bf1f21432d5ea8d5dd728eb22695b06774,,,,,,,,México,MX,Chiapas,,Tuxtla Chico,Rosario Izapa,445.0,,,,,,,,,,
703eaed2de8268925e1e9464ee2909fd7fcde544,,,,,,,,Guatemala,GT,Huehuetenango,,San Antonio Huista,Calaute Medio,1059.0,,,,,,,,,,
f58b994717e74fb73cb3256a371b1199a068f7b2,,,,,,,,México,MX,Chiapas,,Ocosingo,San Juan del Río,910.0,,,,,,,,,,
260e20d3c8f6c20b6d9573c02e3fa310091f785a,,,,,,,,México,MX,Chiapas,,Motozintla de Mendoza,Motozintla,1230.0,,,,,,,,,,
eed51278dc994e1d93fd7179460443431bccf9fe,,,,,,,,Guatemala,GT,Huehuetenango,,San Antonio Huista,Calaute Alto,1229.0,,,,,,,,,,
1acc723e556fd22d5bc5ca41e6d36f77b7d7bee5,,,,,,,,México,MX,Chiapas,,Cacahoatán,Carretera a Manuel Lazos,466.0,,,,,,,,,,
f3fcea5abf552e4caa2456d5e2dc0e461266add3,,,,,,,,México,MX,Chiapas,,Venustiano Carranza,Carretera Nicolás Ruíz-Venustiano Carranza,1054.0,,,,,,,,,,
e9b5033a6e84f48bbd63ef069534f713edef9e30,,,,,,,,Guatemala,GT,Huehuetenango,,Jacaltenango,Rancho Viejo,949.0,,,,,,,,,,
528d6177c6b2e320d5c385f235b1c7aa1d0dfcd1,,,,,,,,Guatemala,GT,Huehuetenango,,San Antonio Huista,Miralvalle,1127.0,,,,,,,,,,
a6f58ab767af8c353668d1acdb9eae225cdaf123,,,,,,,,México,MX,Chiapas,,La Trinitaria,Ejido Cuauhtémoc,1451.0,,,,,,,,,,
20f08eb3c0f6f3f8d36bfcced80ac33b614604a5,,,,,,,,México,MX,Chiapas,,Mazatán,La Gloria,15.0,,,,,,,,,,
7bf320ca4fb128bcbcb104f9fa47517f4dbbe3b5,,,,,,,,México,MX,Oaxaca,,Santa María Tonameca,San-Agustinillo Carretera,19.0,,,,,,,,,,
1c10c344dc6e71ad09ff631c27964a95a3dc7c53,,,,,,,,México,MX,Chiapas,,Unión Juárez,Unión Juárez,1310.0,,,,,,,,,,
ff8d6ffe8998666dfdebdcddf4497e096fdf46de,,,,,,,,México,MX,Chiapas,,Chiapa de Corzo,Autopista a Chiapa de Corzo,575.0,,,,,,,,,,
1210a5bac07073f97913e506072079cf9f153dbf,,,,,,,,México,MX,Puebla,,Atzitzintla,Texmalaquilla,3558.0,,,,,,,,,,
75e3679a9633e675f39c04b255838378e1615ccd,,,,,,,,México,MX,Chiapas,,Huixtán,Carretera a Chanal,2327.0,,,,,,,,,,
